"AreaName","State","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Essential hypertension and hypertensive renal disease",122,5.67
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2005,"All Causes",14983,800.1
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Septicemia",187,8.54
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2012,"Stroke",677,30.25
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,1999,"Diseases of Heart",3452,218.01
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Pneumonitis due to solids and liquids",82,3.93
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2004,"Pneumonitis due to solids and liquids",48,2.79
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2012,"Alzheimers disease",373,17.06
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2011,"Homicide",148,7.52
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2005,"Stroke",730,40.09
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2008,"Diseases of Heart",3275,161.25
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2011,"Septicemia",211,9.54
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Influenza and pneumonia",294,14.21
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2004,"Cancer",3036,162.46
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2011,"Diabetes",612,27.33
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2013,"All Causes",16805,731.8
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2008,"Stroke",760,38.28
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2004,"Essential hypertension and hypertensive renal disease",102,5.78
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Diseases of Heart",3224,151.24
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,1999,"Homicide",167,9.22
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2007,"Chronic liver disease and cirrhosis",372,17.97
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,1999,"Pneumonitis due to solids and liquids",62,4.06
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Kidney Disease",276,13.1
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2009,"Pneumonitis due to solids and liquids",78,3.75
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Cancer",3358,152.4
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2008,"Diabetes",582,28.28
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2004,"Alzheimers disease",328,19.34
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2008,"Chronic liver disease and cirrhosis",392,18.79
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2009,"Suicide",376,18.23
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2002,"Alzheimers disease",325,19.88
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2005,"Parkinsons disease",146,8.12
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2007,"Diabetes",673,33.15
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2008,"Homicide",151,7.81
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2000,"Parkinsons disease",113,7.14
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2006,"Essential hypertension and hypertensive renal disease",101,5.34
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2006,"Alzheimers disease",348,19.26
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"CLRD",1022,47.67
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Alzheimers disease",343,16.84
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2000,"Cancer",2906,172.29
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2001,"Chronic liver disease and cirrhosis",302,16.7
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2011,"Unintentional Injuries",1336,64.38
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2003,"Cancer",3103,170.1
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2004,"Septicemia",144,7.93
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"All Causes",15931,749
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2010,"Homicide",152,7.62
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2009,"Essential hypertension and hypertensive renal disease",116,5.5
"New Mexico","NM",1367822,665270,702552,8948,184394,94181,47709,16016,9397,176930,108117,63079,9239,2009,"Influenza and pneumonia",344,16.68
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Cancer",35556,173.39
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Chronic liver disease and cirrhosis",1223,5.92
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Unintentional Injuries",4645,23.27
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Parkinsons disease",929,4.35
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Pneumonitis due to solids and liquids",662,3.44
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Diseases of Heart",57474,293.82
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Unintentional Injuries",5004,24.19
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Septicemia",2343,10.8
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Diseases of Heart",51985,248.3
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Essential hypertension and hypertensive renal disease",1613,7.57
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Diabetes",3848,18.58
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Chronic liver disease and cirrhosis",1409,7.31
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"All Causes",158118,791.4
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Unintentional Injuries",4708,23.87
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Parkinsons disease",1208,5.23
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"CLRD",6818,33.16
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Kidney Disease",2440,12.52
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Chronic liver disease and cirrhosis",1224,5.97
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Cancer",35738,155.85
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Influenza and pneumonia",5521,26.3
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"CLRD",6329,30.5
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Homicide",991,5.2
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Suicide",1132,5.91
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"CLRD",6906,35.03
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Stroke",6398,30.4
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Parkinsons disease",673,3.45
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"All Causes",155877,771.1
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Septicemia",2278,11.16
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Septicemia",2309,11.09
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"CLRD",7086,36.92
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Parkinsons disease",589,3.05
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Essential hypertension and hypertensive renal disease",1517,7.63
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Homicide",963,5.01
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Unintentional Injuries",5235,26.2
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Diabetes",3799,19.81
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Influenza and pneumonia",5335,26.09
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Pneumonitis due to solids and liquids",834,3.46
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Diabetes",4094,17.77
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Stroke",8006,40.93
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Diseases of Heart",56672,281.43
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Diabetes",4051,19.66
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Chronic liver disease and cirrhosis",1559,6.86
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Septicemia",2228,11.6
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Suicide",1189,6.04
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Alzheimers disease",1999,9.07
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Parkinsons disease",670,3.32
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Septicemia",2343,11.11
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Chronic liver disease and cirrhosis",1369,6.45
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Kidney Disease",2351,11.2
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Cancer",35284,170.88
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Diseases of Heart",44039,184.76
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Influenza and pneumonia",5368,26.56
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Diabetes",3877,19.98
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Cancer",36238,180.18
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Pneumonitis due to solids and liquids",692,3.34
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Alzheimers disease",2065,9.69
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2000,"Alzheimers disease",1539,7.8
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Stroke",7706,38.76
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Suicide",1547,7.66
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Kidney Disease",2383,11.63
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"CLRD",6919,32.58
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"CLRD",6786,33.35
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Essential hypertension and hypertensive renal disease",1693,8.13
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Homicide",901,4.7
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Suicide",1409,7.06
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"CLRD",7110,30.74
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Septicemia",2355,10.31
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Chronic liver disease and cirrhosis",1296,6.39
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"CLRD",6966,34.91
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Stroke",7625,37.9
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Stroke",6622,31.72
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Diseases of Heart",58987,306.14
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Influenza and pneumonia",4892,20.49
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"All Causes",159240,806.6
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2010,"Alzheimers disease",2616,11.32
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Diseases of Heart",49528,230.35
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Pneumonitis due to solids and liquids",730,3.36
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Cancer",37609,196.62
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Suicide",1326,6.69
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"All Causes",159927,833.4
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Suicide",1196,6.27
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Suicide",1169,5.94
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Stroke",7281,35.72
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Unintentional Injuries",5786,27.4
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Homicide",929,4.83
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Essential hypertension and hypertensive renal disease",1645,7.65
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Kidney Disease",2426,11.1
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Alzheimers disease",2021,9.36
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Pneumonitis due to solids and liquids",669,3.27
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Kidney Disease",2302,11.96
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Alzheimers disease",1357,7.01
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Cancer",35351,166.91
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Influenza and pneumonia",4892,23.02
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Essential hypertension and hypertensive renal disease",1616,7.85
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Unintentional Injuries",4891,23.88
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Pneumonitis due to solids and liquids",862,3.63
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Diabetes",3723,17.32
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Chronic liver disease and cirrhosis",1338,6.76
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Pneumonitis due to solids and liquids",836,3.62
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"All Causes",149174,665.4
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Diseases of Heart",44501,193.78
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Chronic liver disease and cirrhosis",1374,6.84
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Diseases of Heart",56643,284.89
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Stroke",6123,28.22
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Influenza and pneumonia",5499,26.63
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Parkinsons disease",848,4.04
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Cancer",36661,184.44
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Cancer",35469,160.59
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2002,"Septicemia",2319,11.62
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Pneumonitis due to solids and liquids",711,3.33
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2006,"Diseases of Heart",50470,238.24
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Alzheimers disease",1705,8.48
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Homicide",686,3.47
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Stroke",8124,42.17
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Homicide",860,4.47
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Kidney Disease",2421,12.23
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Suicide",1187,6.04
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Diabetes",3913,19.23
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2005,"Pneumonitis due to solids and liquids",685,3.25
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Influenza and pneumonia",4404,18.81
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Diabetes",4227,20.96
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Stroke",6927,33.73
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Cancer",35485,169.8
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Chronic liver disease and cirrhosis",1534,8.08
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Suicide",1687,8.12
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Parkinsons disease",1092,4.82
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Septicemia",2365,11.06
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Parkinsons disease",653,3.29
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Essential hypertension and hypertensive renal disease",1264,6.57
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2004,"Diseases of Heart",52480,254.59
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Suicide",1708,8.26
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"CLRD",6561,31.26
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Diseases of Heart",55276,270.91
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Diabetes",3844,19.51
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,1999,"Influenza and pneumonia",5482,28.38
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2011,"Suicide",1658,8.15
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2012,"Diseases of Heart",43795,186.54
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Unintentional Injuries",5042,24.79
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2007,"Influenza and pneumonia",4431,20.49
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2008,"Diabetes",3605,16.91
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2009,"Stroke",5950,27.04
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2001,"Pneumonitis due to solids and liquids",671,3.38
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Essential hypertension and hypertensive renal disease",1472,7.22
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2013,"Septicemia",2387,10.28
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Alzheimers disease",1866,9.02
"New York","NY",13435795,6364439,7071356,113445,1736806,1250857,571912,109907,134802,1852088,1353220,861384,83190,2003,"Kidney Disease",2415,11.93
